job_id,title,company,role,location_raw,city,canton,region,posted_date,quarter,macro_quarter,seniority,workload_min,workload_max,salary_available,skills,skill_count,description
43725c60f2a0e7a20223831427ec1c5733c8e34c,Mission étudiante 40% : Data Analyst,Academic Work Switzerland,data scientist,Montreux,Montreux,VD,Lake Geneva Region,2026-02-20,2026Q1,2026Q1,,40.0,50.0,0,"['excel', 'power bi']",2,"About the job Tu es actuellement étudiant.e ? Es-tu disponible rapidement pour une mission de 6 mois à 40% ? Maîtrises-tu Power BI ainsi que le tri et le nettoyage de données ? Es-tu reconnu.e pour ton esprit structuré et ta capacité de synthèse ? Mission étudiante 40% : Data Analyst Localisation: Riviera Date de début: Dès que possible Durée: Temps partiel, 40%- 6 mois de mission Type de travail: Mission A propos du rôle Rejoignez notre client, une compagnie ferroviaire en pleine transformation digitale, récompensée pour ses projets innovants. Contribuez à l'optimisation de la gestion des données voyageurs et à la création d'outils décisionnels percutants pour une mission de 6 mois à 40%. En tant que Data Analyst, vous jouerez un rôle clé dans la transformation numérique du département qualité. Vous serez en charge de structurer et d'analyser des données variées pour les rendre exploitables, afin de soutenir la prise de décision et d'optimiser la gestion et la qualité des opérations. Notre client offre un environnement de travail dynamique et agréable, situé à Montreux, à proximité immédiate de la gare. Vous rejoindrez une équipe collaborative et engagée, reconnue pour son esprit d'initiative et son orientation vers les objectifs. Contribuez à des projets d'envergure au sein d'une entreprise en pleine évolution. Tâches Extraire, filtrer et nettoyer les données provenant de différentes sources et départements Analyser les tendances, les écarts et les corrélations pour définir les sources des problématiques Regrouper et synthétiser les données Créer et déployer des tableaux de bord dynamiques sur Power BI Collaborer étroitement avec l’équipe IT Data pour centraliser et automatiser les flux de données Assister le Team Lead dans la gestion de micro-projets liés à l'amélioration des processus. Proposer des recommandations concrètes et des solutions d'automatisation aux différents départements. Nous cherchons Étudiant.e en cours de Master ou Bachelor (HEC, HEG, EPFL ou EHL) avec une orientation technique. Excellente maîtrise de Power BI et de la Suite Office (particulièrement Excel) ; capacité à traiter des volumes de données brutes. Français courant Méthodique, collaboratif, orienté service et doté d'une forte capacité de visualisation globale. Pour réussir dans cette fonction, vos compétences personnelles sont les suivantes : Orientation résultats Structure Curiosité intellectuelle Notre processus de recrutement Ce processus de recrutement est géré par Academic Work. Notre processus de sélection est continu et l'annonce peut être clôturée avant que le processus de recrutement ne soit terminé si nous sommes passés à la phase suivante. Le processus comprend deux tests : un test de personnalité et un test cognitif. Ces tests sont des outils permettant de trouver le bon talent pour le bon poste, afin de garantir l'égalité, la diversité et un processus équitable."
929b4733c6e1c66d045413a3373023e435e25a0c,Junior Survey Data Analyst 20%,Academic Work Switzerland,data scientist,Lausanne,Lausanne,VD,Lake Geneva Region,2026-02-10,2026Q1,2026Q1,junior,20.0,20.0,0,['excel'],1,"About the job Tu es étudiant.e et recherches une mission stimulante ? Tu es disponible à hauteur de 20% à côté de tes cours ? Tu maîtrises Excel et PowerPoint ? Tu es reconnu.e pour ton sens de l'organisation et ton autonomie ? Nous attendons ta candidature ! Junior Survey Data Analyst 20% Localisation: Région Lausannoise Date de début: Dès que possible Durée: Temps partiel, 20%, mission de 6 mois A propos du rôle Notre client, leader mondial de l'enseignement en management, recherche un.e Junior Survey Data Analyst pour venir en support à l'équipe Communication. En tant que Junior Survey Data Analyst, tu seras le moteur technique derrière les enquêtes de satisfaction annuelle. Tu prendras en main l'intégralité du cycle des enquêtes de satisfaction : du paramétrage technique, de la diffusion et de la promotion sur le campus jusqu'à l'analyse des résultats pour les étudiants et les collaborateurs. Tâches Paramétrer, tester et vérifier la conformité des questionnaires dans le logiciel lié à cet effet Nettoyer les fichiers de contacts et mettre à jour les bases de données des destinataires Contrôler l'intégrité et la qualité des données (peer review) afin d'identifier les biais ou erreurs. Soutenir la mise en œuvre des actions de communication et de promotion des enquêtes Préparer les fichiers d’analyse et configurer les modèles de rapports pour l'exploitation des résultats. Nous cherchons Être en cours de formation (Bachelor ou Master) Excellente maîtrise d'Excel et de MS Office Français courant et Anglais (B1 minimum) pour la réalisation des rapports. Pour réussir dans cette fonction, vos compétences personnelles sont les suivantes : Orienté vers un but Social Organisé Responsable Notre processus de recrutement Ce processus de recrutement est géré par Academic Work. Notre processus de sélection est continu et l'annonce peut être clôturée avant que le processus de recrutement ne soit terminé si nous sommes passés à la phase suivante. Le processus comprend deux tests : un test de personnalité et un test cognitif. Ces tests sont des outils permettant de trouver le bon talent pour le bon poste, afin de garantir l'égalité, la diversité et un processus équitable."
da46ba822882645bc160031dd473b01555e8e9c8,Merchandising & Data Analyst (H/F),Vilebrequin,data scientist,Plan-les-Ouates,Plan-les-Ouates,GE,Lake Geneva Region,2026-02-06,2026Q1,2026Q1,,60.0,100.0,0,['excel'],1,"About the job Née en 1971 à St-Tropez, la maison Vilebrequin a su imposer son savoir faire sur les plages du monde entier. Inventeur du costume de bain de luxe, Vilebrequin cultive fantaisie et French Riviera touch à travers une ligne masculine père-fils depuis plus de 50 ans. Récemment, la maison a étoffé ses collections d'une ligne prêt à porter pour l'homme et pour la femme qui constitue la panoplie de voyage idéale en chaque saison. 200 boutiques sont implantées dans le monde. Merchandising & Data Analyst (H/F) Dans le cadre d’un remplacement de 6 mois, vous serez le garant de la fiabilité des données produits et le moteur de l'aide à la décision. Votre rôle est double : assurer la continuité de la gestion opérationnelle de notre base de données (ERP/PLM) et transformer nos données brutes en rapports visuels automatisés pour piloter la performance commerciale. Vos Responsabilités Clés: 1 . Analyse de Performance & Visualisation (Le volet ""Business"") Pilotage hebdomadaire : Produire les rapports de ventes (highlights) et analyser les performances par catégorie/régionafin d’identifier les tendances de vente et fournir des éclairages hebdomadaires sur les performances globales Analyse Sell-Thru : Mesurer l'écoulement des stocks vs achats Retail et expliquer les écarts par rapport au plan. Suivi Budgétaire : Intégrer les budgets dans nos outils et analyser l'impact des performances sur les niveaux d'inventaire. Optimisation : Analyser les stocks par catégorie pour identifier les surplus ou les ruptures, puis formuler des recommandations concrètes aux allocators et à la direction pour corriger le tir. Visualisation de Données : Transformer les données brutes en rapports visuels et préparer les présentations pour les réunions d'équipe afin de faciliter la prise de décision 2. Data Management & Automatisation (Le volet ""Technique"") Data Quality : Collaborer avec le Studio pour valider l'exactitude des données enregistrées dans le système (ERP, PLM). Créer les références et maintenir à jour la base de données articles dans l'ERP et le PLM (codification, prix, caractéristiques). Automatisation & Qualité : Détecter les erreurs dans les bases de données et mettre en œuvre des solutions pour automatiser les flux de données entre le PLM (Yunique) et l'ERP (Orliweb) afin de garantir une ""source unique de vérité"" Automatisation : Améliorer l’existant en automatisant les rapports récurrents pour gagner en agilité et en précision. 3. Support Opérationnel au Merchandising Aide à l'allocation : Analyser les courbes de tailles (Size mix) et optimiser les paramètres de réassort pour les Retail Allocators. Préparation aux réunions : Créer des présentations visuelles claires pour les réunions d'équipe et de direction. Profil Requis : Formation & Expérience : Minimum 2 ans d’expérience sur un poste similaire (Analyste Merchandising/Allocation, Data Analyst Retail ou contrôleur de gestion commerciale). Maîtrise experte d'Excel (indispensable : Power Query, macros ou fonctions avancées pour l'automatisation). Expérience avec un ERP et un PLM (la connaissance d’Oracle Datawarehouse, Yunique PLM ou Orliweb est un sérieux atout). Capacité à construire des tableaux de bord visuels et intuitifs. Soft Skills : Esprit orienté solution, extrême précision dans la manipulation des données et capacité à gérer les priorités dans un environnement intense. Langues : Parfaite maîtrise du Français et de l'Anglais. Type de de contrat : CDD Date de début : 16.03.2026 Date de fin : 16.09.2026 Taux d'activité : à partir de 60% (présence obligatoire les lundis et mardis)"
face52ba0e66311274a47f6df9fbf699abc6bc3d,Spécialiste informatique - Interfaces et données (80-100%),Transports publics fribourgeois (TPF) SA,data scientist,Givisiez,Givisiez,FR,Espace Mittelland,2026-03-01,2026Q1,2026Q1,,80.0,100.0,0,"['pandas', 'python', 'sql']",3,"About the job La mobilité est la raison d'être du groupe TPF depuis 1868. Il couvre aujourd'hui l'ensemble du canton de Fribourg, avec ses trains, ses bus régionaux et ses lignes urbaines. Pour être encore plus proche de ses usagers, le groupe TPF transforme ses gares en lieux de résidence et d'activité et investit dans l'innovation. Il est organisé en holding pour assurer la transparence sur son financement. Pour soutenir les activités de TPF Holding nous recherchons un·e : Spécialiste informatique - Interfaces et données (80-100%) Vous aimez l'action et souhaitez rejoindre un environnement stimulant, en constante évolution? En tant que Spécialiste informatique - Interfaces et données , vous assurez la gestion, l'évolution et l'optimisation des flux de données de l'entreprise (fréquentation voyageur·ses, données d'exploitation,...). Vous contribuez activement à l'automatisation des traitements et au développement de solutions data modernes. Vous rejoignez une équipe spécialisée composée de deux personnes et évoluez dans un rôle varié à forte valeur ajoutée. Vous reconnaissez-vous dans ce qui suit ? Vous possédez un CFC en informatique, idéalement complété par une formation en développement ou en data Vous êtes au bénéfice d'une expérience professionnelle préalable d'au moins 1 à 2 ans dans un poste similaire Vous témoignez d'une expérience en programmation (Python, Pandas, Powershell, SQL) et avez des notions des outils data et BI (PowerBI, Microsoft Fabric) Vous avez une excellente maîtrise du français (niveau C1) et des connaissances avancées en anglais (niveau B2) Vous êtes doté·e d'une bonne capacité d'analyse et appréciez le travail d'équipe Ces missions vous inspirent-elles ? Vous supervisez et maintenez les interfaces de données reliant nos différents systèmes (ERP, planification, GMAO) Vous participez au développement et à l'optimisation de nouvelles interfaces Vous intégrez différents systèmes métiers et assurez la fiabilité des échanges de données Vous concevez, développez et maintenez les scripts d'automatisation Vous mettez en place et maintenez des pipelines de données Vous préparez et structurez les données pour les outils de BI et de reporting Vous assurez la documentation technique et la traçabilité des développements Vous travaillez en collaboration avec les partenaires internes pour comprendre les besoins métiers et identifier des solutions digitales adaptées Alors envoyez-nous votre candidature et rejoignez notre équipe sans plus tarder ! Nous vous offrons Un environnement de travail moderne Des conditions sociales et de prévoyances avantageuses Des possibilités de formation et de développement internes Des prix attractifs sur les abonnements des transports publics De nombreux avantages auprès de différents partenaires Un restaurant d'entreprise Lieu de travail : Givisiez Entrée en fonction : 1er août 2026 ou date à convenir Délai de postulation : 31 mars 2026"
0e5906d2b6906c6f4eac077cdb6cda27d9955253,Data Scientist - Innovation Collaborations,EPFL,data scientist,Lausanne,Lausanne,VD,Lake Geneva Region,2026-02-20,2026Q1,2026Q1,,100.0,100.0,0,"['artificial intelligence', 'machine learning']",2,"About the job EPFL, the Swiss Federal Institute of Technology in Lausanne, is one of the most dynamic university campuses in Europe and ranks among the top 20 universities worldwide. The EPFL employs more than 6,500 people supporting the three main missions of the institution: education, research and innovation. The EPFL campus offers an exceptional working environment at the heart of a community of more than 17,000 people, including over 12,500 students and 4,000 researchers from more than 120 different countries. Data Scientist - Innovation Collaborations About the Swiss Data Science Center (SDSC) The Swiss Data Science Center (SDSC) is a national research infrastructure in data science and artificial intelligence (AI), founded by EPFL and ETH Zurich. Its mission - to enable data-driven science and innovation for societal impact - drives its initiatives in research projects, knowledge and technology transfer, and education. With a large multidisciplinary team of professionals in Lausanne, Zurich and Villigen, the SDSC provides expertise and services to various domains, such as health and biomedical sciences, energy and sustainability, climate and environment, and large-scale scientific infrastructures. The SDSC also contributes to initial and executive education programs at EPFL and ETH Zurich. For more information please visit: www.datascience.ch . Your mission You will work on one of the SDSC's innovation partnerships in the French part of Switzerland. In this role, you will meet partners (companies) to understand their needs and help them define a high-impact project with the SDSC. You will be responsible for successfully carrying out the project thanks to your machine learning expertise with the help and support of the SDSC team. Main duties and responsibilities include Be the main customer touchpoint of an industry collaboration Carry out projects with industry partners, from solution design to hands-on development Turn your machine learning skills into business value - go beyond split-fit-transform-test! Share expertise in data science and machine learning with fellow data scientists Presenting to a non-technical audience will also be part of your activities. Your profile The ideal candidate has: Master degree in Computer Science, Mathematics or similar fields Good knowledge of machine learning concepts Ability to present to technical and non-technical audiences Open to collaborative work and show team spirit Excellent communication skills in English and French Previous experience in companies or public sector organizations is appreciated but not mandatory We offer Do you see yourself helping Switzerland becoming more data-driven? Are you passionate about data science and with experience in machine learning? Are you keen to share what you know and get exposed to several projects in various industries? Are you eager to be part of a diverse and adaptable team with equal growth opportunities of its members at its core? If your answer to these questions is yes, you should consider joining us. Together, we can help move the Swiss Industry to the next level of data science. During your time at the Swiss Data Science Center, you will benefit from the following opportunities: Develop your soft skills and meet with key stakeholders in several industries Interact with and learn from fellow data scientists Discover new data science applications in various industries Exchange on advanced machine learning topics with our academic experts We actively promote a healthy work-life balance in the workplace. Part-time arrangements and flexible hours can be explored based on individual circumstances. We are looking for candidates willing to contribute to an inclusive environment and eager to learn continuously. Informations Contract Start Date : 01/04/2026 Activity Rate : 100,00 Contract Type: CDD Duration: 1 year, renewable Reference: 2086 Contact We look forward to receiving your onloine application including a letter, CV and diploma(s). Applications via email or postal services will not be considered. For further information about the Swiss Data Science Center please visit our website: www.datascience.ch Questions regarding the position should be directed to Write an email with the job n° reference. Remark : Only candidates who applied through EPFL website or our partner Jobup's website will be considered. Files sent by agencies without a mandate will not be taken into account."
59cb6618375f84a3e7254d3b452399affd2c0c4c,Senior Data Engineer,JobCloud SA,data scientist,Genève,Genève,GE,Lake Geneva Region,2026-03-01,2026Q1,2026Q1,senior,100.0,100.0,0,"['aws', 'data modeling', 'etl', 'kafka', 'lambda', 'python', 'redshift', 'sql', 'tableau']",9,"About the job Turn data into impact! Are you passionate about transforming complex data into actionable insights? Join our dynamic team of 5 people and work with cutting-edge technologies to design, build, and optimize scalable data solutions. You’ll collaborate closely with Data Scientists and Analysts to turn business challenges into data-driven opportunities. From integrating multiple data sources to developing advanced ETL pipelines, your expertise will directly impact decision-making across the company. If you love modern data architectures and ETL-ing this is your chance to thrive in an innovative, growth-focused environment. If you’re ready to make a real impact and grow your career with a forward-thinking team, we want to hear from you! Learn more about our unique culture and why you should work at JobCloud . This is us: You've surely heard of jobs.ch. This is just one of the many brands owned by JobCloud. We are the leading player in Switzerland’s online job market and want to make job search and recruitment as easy as possible. Love what you do – we make employment happen! By the way: We don't care about your skin colour, your gender identity or your beliefs... Come as you are, you are just good. Senior Data Engineer YOUR SKILLS 5+ years of experience in data warehouse development and ETL, ideally with Redshift and Matillion Strong programming skills (Python preferred) and experience with Infrastructure as Code Solid AWS knowledge, including S3, Redshift, Lambda, and cloud optimization Experience with data streaming (e.g., Apache Kafka) and API integrations Advanced SQL and data modeling capabilities with performance optimization experience Familiarity with BI tools, preferably Tableau, for presenting complex datasets Excellent communication skills and the ability to explain technical concepts to non technical stakeholders Proactive practical and business savvy with a hands on approach to making data work for the company Fluent in English, German is a plus YOUR TASKS Develop and operate robust ETL pipelines using Matillion, supported by Infrastructure as Code and Ansible Implement AWS Lambda functions for customized data solutions beyond standard ETL capabilities Integrate diverse data sources and APIs in JSON and XML to centralize enterprise data Design sustainable and scalable data models and complex SQL queries for business use cases Manage master data to ensure accurate consolidation and consistency across systems Operate and optimize the data warehouse infrastructure (Matillion, Redshift, Tableau) Collaborate with cross-functional teams to deliver data-driven solutions and share knowledge via presentations and documentation OUR OFFER The opportunity to join a company that is a leader in its markets, efficient and forward-looking Strong culture and leadership mindset with collaboration at eye level, clear values, and inspiring teams Flexible work models to combine working from our modern Zurich office and remotely, so you can achieve your best work-life balance International environment with remote options, global teams, and a company that sees diversity as a strength The freedom to be creative and to implement your own ideas Based on the requirements and the desired level of experience for this position, the salary range is between CHF 110’000 to 130'000 gross per year"
eb1b5f6c8096f15854af9f66f00f6d46055045d3,Junior Machine Learning Engineer,Swissquote Bank SA,data scientist,Gland,Gland,VD,Lake Geneva Region,2026-02-28,2026Q1,2026Q1,junior,100.0,100.0,0,"['agentic', 'ci/cd', 'data pipeline', 'deep learning', 'docker', 'fine-tuning', 'generative ai', 'kubernetes', 'large language model', 'llm', 'machine learning', 'mlflow', 'mlops', 'nlp', 'prompt engineering', 'python', 'rag']",17,"About the job Building the bank of tomorrow takes more than skills. It means combining our differences to imagine, discuss, code, develop, test, learn… and celebrate every step together. Share our vibes? Join Swissquote to unleash your potential. We are the Swiss Leader in Online Banking and we provide trading, investing and banking services to +650’000 clients through our performant and secured digital platforms. Our +1200 employees work in a flexible way, without dress code and in multicultural teams. By having a huge impact on the industry, they are growing their skills portfolio and boosting their career in a fast-pace environment. Have a look behind the scenes by checking Humans of Swissquote on instagram. We are all in at Swissquote. As an equal opportunity employer, we welcome candidates from all backgrounds, experiences and perspectives to join our team and contribute to our shared success. Are you all in? Don’t be shy, apply! Junior Machine Learning Engineer Our AI systems are already delivering measurable impact across the bank, from classical ML models powering core business processes to a growing suite of LLM-powered applications transforming how teams work. As we scale this portfolio, we need engineers who can push the boundaries of what's possible while keeping production systems robust and performant. The Data Science team is looking for a Junior Machine Learning Engineer to design, build, and ship AI-powered solutions — with a strong emphasis on Large Language Model applications. You will be involved in projects end-to-end: from prototyping and experimentation through to production-grade systems serving real users. This is a high-impact role where you will take on real responsibility early and shape how AI is built and delivered across the organization. As a Junior Machine Learning Engineer You Will: Build LLM-Powered Applications: Design and develop applications leveraging Large Language Models — including RAG systems, agentic workflows, and conversational interfaces — tailored to complex business needs in a regulated environment. Develop & Fine-Tune Models: Train, fine-tune, and evaluate both classical ML and language models, selecting the right approach for each problem and optimizing for production constraints such as latency, cost, and accuracy. Engineer for Production: Build reliable, scalable ML services and APIs. You care about code quality, testing, and maintainability as much as model performance. Evaluate & Iterate: Contribute to evaluation frameworks for AI applications — particularly for generative systems where traditional metrics fall short — and use them to drive continuous improvement. Stay on the Cutting Edge: Actively track the fast-moving LLM landscape, assess emerging tools and techniques (new model releases, orchestration frameworks, prompting strategies), and translate them into practical value for the team. Collaborate Across Teams: Work closely with data scientists and MLOps engineers, product owners, and business stakeholders to translate business problems into well-scoped AI solutions. Qualifications Educational Background: Degree in Computer Science, Machine Learning, Data Science, Engineering, Mathematics, or a related field. Python Proficiency: Strong programming skills in Python. You write clean, maintainable code and care about engineering best practices. LLM & NLP Experience: Hands-on experience building applications with Large Language Models (prompt engineering, RAG, fine-tuning, agent frameworks) — whether through professional experience, personal projects, or academic work. ML Fundamentals: Solid grounding in classical machine learning and deep learning. You can pick the right tool for the job, whether that's a gradient-boosted tree or a transformer. Full-Stack Comfort: You are able to build beyond the model — whether that means spinning up an API, putting together a web interface, or wiring up a data pipeline. Production Mindset: Familiarity with deploying models or applications into production. Experience with containerization (Docker, Kubernetes) and CI/CD is a strong plus. Evaluation & Critical Thinking: You understand the challenges of evaluating generative AI systems and can think critically about designing meaningful benchmarks beyond simple accuracy metrics. Communication: Fluent in English, able to collaborate effectively with both technical peers and non-technical stakeholders. Nice to Have: Experience with MLflow, fine-tuning open-source LLMs, or frontend frameworks (React, Streamlit, Gradio)."
8ce119e3f9c7b5f5af7072358c3b4ebfb7136d92,Product Analyst,QoQa Services SA,data scientist,Bussigny-près-Lausanne,Bussigny-près-Lausanne,VD,Lake Geneva Region,2026-02-26,2026Q1,2026Q1,,80.0,100.0,0,"['ci/cd', 'dbt', 'git', 'machine learning', 'product analytics', 'python', 'redshift', 'sql']",8,"About the job QoQa c'est tout d'abord près d'1 million de membres de notre magnifique Qommunauté qui profitent chaque jour de bons plans dénichés par nos équipes. Notre succès, nous le devons avant tout au formidable travail de nos 240 loutres qui oeuvrent quotidiennement pour proposer le meilleur service possible. Nous recherchons désormais la perle rare pour rejoindre la team Digital! Product Analyst Tu es convaincu·e qu'une bonne analyse produit commence par une donnée irréprochable ? Tu aimes autant mettre les mains dans le code SQL pour construire un modèle propre que d'analyser le comportement des utilisateurs pour booster la conversion ? Chez QoQa, on ne cherche pas juste quelqu'un pour faire des graphiques, mais un·e Product Analyst hybride capable de structurer la donnée brute et de lui donner du sens business. Tu rejoindras l'équipe Produit, au coeur d'un écosystème moderne (DBT, Redshift, GTM...), où tu travailleras main dans la main avec nos Product Owners, nos développeurs, nos experts ML et nos autres Data Analyst. Ton but ? Assurer que nos analyses et nos modèles prédictifs reposent sur une donnée fiable, et mesurer concrètement leur impact. Et puis parce qu'au-delà de tout ça il y a QoQa ; l'humour, l'envie et les apéros sont pour toi le b.a.-ba. Ta mission, si tu l'acceptes Architecte dbt (Transformation) : Tu ne te contentes pas de requêter le Data Warehouse, tu le construis. Tu crées, maintiens et documentes les ""Data Marts"" produit dans DBT. Tu assures la qualité et la fiabilité de ces modèles en mettant en place des pratiques de versioning, de revue de code et des tests adaptés. Tu participes également à la mise en place d'alerting et de monitoring pour garantir la santé des pipelines et des transformations sur le long terme. Maître du Tracking (Input) : Tu es le gardien de la donnée comportementale. Tu définis les plans de taggage dans GTM et tu briefes les développeurs Front/Mobile pour l'implémentation. Tu t'assures que chaque clic utile est capturé proprement. Analyste Business & Produit (Insights) : Tu exploites cette donnée pour répondre aux questions critiques : Comment se comportent nos loutres ? Où est-ce qu'elles bloquent dans le funnel ? Quel est le taux de rétention de la nouvelle feature ? Partenaire du Machine Learning : En collaboration avec les ML Engineers et les Product Owners, tu t'assures que les données sont disponibles, fiables et bien définies pour nourrir nos modèles. Et surtout, une fois l'algo lancé, c'est toi qui mesure son succès business. Évangéliste de la Data : Tu vulgarises tes analyses pour aider les Product Owners à prendre des décisions basées sur des faits, pas des intuitions. Parlons de toi et de tes compétences Expérience & Fondamentaux : Tu as navigué au moins 3 ans dans les eaux de la Data, idéalement au croisement du Product Analytics et de l'Analytics Engineering. Code & Langages : SQL est ta langue maternelle : Tu maîtrises le SQL depuis ta plus tendre enfance. dbt lover : Pour toi, une analyse reproductible passe par un modèle dbt bien testé et documenté. Tu es à l'aise avec Git et le workflow de développement (PR, CI/CD). Python : Tu ressens un lien de parenté avec Draco Malfoy en maîtrisant la langue de Fourchelang (Python) pour tes analyses avancées. Outils & tracking : Connaissance approfondie des outils de taggage (Google Tag Manager) et d'analyse (Google Analytics, Segment) pour un suivi précis et cohérent. Mindset & Affinités : Business Sense : Tu ne perds jamais de vue l'objectif final. Un modèle de données parfait ne sert à rien s'il ne répond pas à une question business concrète. Rigueur scientifique : Tu sais poser une hypothèse, définir un KPI de succès et analyser un A/B test en prenant en compte les biais et limites. Bonus : Tu as déjà l'expérience de l'ingestion de données de tracking (type Segment ou GA4). Comprendre la structure technique de ces flux d'événements et savoir les rendre exploitables dans le Data Warehouse est un vrai plus. Pour que tu restes au taQuet, on t'offre Un environnement sain où tu peux être toi même Un système de gouvernance en Holacratie Une ambiance et cadre de travail agréables dans notre nouveau QG Un temps de travail flexible, et hybride Des avantages aux petits oignons (LPP avantageuse, plan de mobilité, abonnement téléphonique pris en charge, 5 semaines de vacances, 10 chf crédités chaque jour pour manger dans notre super restaurant du QG...) La possibilité de formation continue et développement Les prochaines étapes Tu sens que tu peux relever ce défi ? Pour entrer dans la course, il te suffit de nous envoyer au minimum un CV et une lettre de motivation personnalisée. Dis-nous pourquoi tu serais la personne parfaite pour ce job et quels sont tes super-pouvoirs : Surprends-nous! Nous te remercions (et la planète aussi) de ne pas envoyer de candidature papier. Si ton parcours correspond avec nos attentes pour le poste, nous t'inviterons à découvrir notre tanière et à nous faire découvrir tes talents sur le terrain. Dans le cas contraire, tu recevras un e-mail des loutres dans les meilleurs de´lais. Alors maintenant, jette-toi à l'eau et tente ta chance! Entrée en fonction : ASAP (mais on pourra t'attendre si tu es la bonne personne) Durée du contrat : CDI Taux: 80 à 100% Lieu : Bussigny, QG"
b80cb85f444ba7d83de73f29b2cfd5223c91fb02,R & D FORMULATION SCIENTIST (12-month temporary mission),TRB CHEMEDICA INTERNATIONAL SA,data scientist,Epalinges,Epalinges,VD,Lake Geneva Region,2026-03-01,2026Q1,2026Q1,,100.0,100.0,0,"['data analysis', 'excel', 'r']",3,"About the job An innovative pharmaceutical laboratory active in pharmacy and biotechnology domains reinforces its team and is hiring a R & D FORMULATION SCIENTIST (12-month temporary mission) TRB Chemedica is an international pharmaceutical company, headquartered in Switzerland, specialised in the manufacturing and distribution of innovative therapeutic solutions for ophthalmological, musculo-skeletal and neurological diseases. The group is active in over 70 countries for over 40 years. As a company that values close-knot collaboration, TRB Chemedica promotes a corporate culture where autonomy, trust and innovation drive professional growth. The headquarters in Geneva, Switzerland, oversee global marketing & commercial operations, global operations and new product development. Your mission: Contribute to the development of new formulations. Projects include new galenic formulations development according to the guidelines given by the Scientific Direction of TRB Chemedica and coordinated by the R&D Manager. The mission includes any related tasks to formulation development from literature review and protocols set up to data analysis and reports presentation . Your responsibilities: Development new formulations: contribute to design of studies, perform experiments and prepare reports Develop analytical methods (e.g. HPLC) Prepare and characterize large number of formulations following DOE Assist in the development of methods to characterize formulations or raw materials Prepare stability samples and stability protocols Analyse results and prepare reports Scale-up and transfer to CMOs and CROs Remain aware of current and new science and technological developments by conducting patent and scientific literature research Set up and support the lab’s infrastructure Your profile: PhD in Pharmaceutical Sciences or equivalent with expertise in rheology and in-vitro testing, cell-lines Formulation Scientist by training with experience in the development of new formulations in ophthalmology and/or rheumatology Experience in implementing good practices in laboratories Fluent in English and French Strong computer skills, including MS Word, Excel, PowerPoint Knowledge of applicable guidelines, laws and norms Autonomous as well as good team member Our proposal: A qualified, dynamic and caring environment awaits you, with a keen interest in encouraging development, self-empowerment whilst leaving space for initiative and autonomy We invite you to send us your complete application form (CV, cover letter, copies of work certificates and diplomas). Incomplete applications cannot be considered."
4a464bd4826afff28beebe387263279cca9348ea,People Data Analyst - 1 year,Page Group Switzerland,data scientist,Genève,Genève,GE,Lake Geneva Region,2026-02-24,2026Q1,2026Q1,,100.0,100.0,0,"['data modeling', 'excel', 'privacy']",3,"About the job We are looking for a detail?oriented professional with a passion for data, HR processes, and operational excellence. In this role, you will help shape how HR information is collected, interpreted, and shared across the organization. You will support leaders with meaningful insights while ensuring that HR data remains accurate, consistent, and secure. People Data Analyst - 1 year Our client is an international company (FMCG). Missions Consolidate and analyze HR data across multiple systems to identify trends and support decision?making. Build clear, engaging dashboards and recurring reports for HR teams and senior stakeholders. Implement quality checks to maintain data integrity and ensure compliance with internal standards. Develop and maintain documentation related to HR reporting processes and data management. Manage user permissions, data access rules, and periodic security reviews. Provide training and support to HR colleagues on data extraction, interpretation, and reporting tools. Assist in the creation and analysis of employee surveys and internal feedback mechanisms. Collaborate with cross?functional teams to ensure alignment and consistency of workforce data. Profil du candidat A degree in HR, business administration, analytics, psychology, or a related field. Experience working with HR data, HR systems, or reporting activities. Strong analytical mindset and familiarity with standard HR metrics. Solid skills in Excel and comfort working with system?based data (HRIS & reporting tools). Understanding of data privacy and information security practices. Ability to communicate complex information clearly and collaborate across functions. Advanced Excel or data modeling capabilities. Experience interpreting large datasets or building KPI structures. Conditions et Avantages 1 year of temporary contract. Full time role. 2 days of home office."
