job_id,role,title,company,city,canton,region,quarter,macro_quarter,skills,skill_count,salary_available,industry,regional_vacancies,industry_vacancies,source,url,description
43725c60f2a0e7a20223831427ec1c5733c8e34c,data scientist,Mission étudiante 40% : Data Analyst,Academic Work Switzerland,Montreux,VD,Lake Geneva Region,2026Q1,2025Q4,['power bi'],1,0,58-63 ICT,13400.0,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/a5de724a-4bad-478b-9ef2-2556654124bf,"about the job tu es actuellement étudiant.e ? es-tu disponible rapidement pour une mission de 6 mois à 40% ? maîtrises-tu power bi ainsi que le tri et le nettoyage de données ? es-tu reconnu.e pour ton esprit structuré et ta capacité de synthèse ? mission étudiante 40% : data analyst localisation: riviera date de début: dès que possible durée: temps partiel, 40%- 6 mois de mission type de travail: mission a propos du rôle rejoignez notre client, une compagnie ferroviaire en pleine transformation digitale, récompensée pour ses projets innovants. contribuez à l'optimisation de la gestion des données voyageurs et à la création d'outils décisionnels percutants pour une mission de 6 mois à 40%. en tant que data analyst, vous jouerez un rôle clé dans la transformation numérique du département qualité. vous serez en charge de structurer et d'analyser des données variées pour les rendre exploitables, afin de soutenir la prise de décision et d'optimiser la gestion et la qualité des opérations. notre client offre un environnement de travail dynamique et agréable, situé à montreux, à proximité immédiate de la gare. vous rejoindrez une équipe collaborative et engagée, reconnue pour son esprit d'initiative et son orientation vers les objectifs. contribuez à des projets d'envergure au sein d'une entreprise en pleine évolution. tâches extraire, filtrer et nettoyer les données provenant de différentes sources et départements analyser les tendances, les écarts et les corrélations pour définir les sources des problématiques regrouper et synthétiser les données créer et déployer des tableaux de bord dynamiques sur power bi collaborer étroitement avec l’équipe it data pour centraliser et automatiser les flux de données assister le team lead dans la gestion de micro-projets liés à l'amélioration des processus. proposer des recommandations concrètes et des solutions d'automatisation aux différents départements. nous cherchons étudiant.e en cours de master ou bachelor (hec, heg, epfl ou ehl) avec une orientation technique. excellente maîtrise de power bi et de la suite office (particulièrement excel) ; capacité à traiter des volumes de données brutes. français courant méthodique, collaboratif, orienté service et doté d'une forte capacité de visualisation globale. pour réussir dans cette fonction, vos compétences personnelles sont les suivantes : orientation résultats structure curiosité intellectuelle notre processus de recrutement ce processus de recrutement est géré par academic work. notre processus de sélection est continu et l'annonce peut être clôturée avant que le processus de recrutement ne soit terminé si nous sommes passés à la phase suivante. le processus comprend deux tests : un test de personnalité et un test cognitif. ces tests sont des outils permettant de trouver le bon talent pour le bon poste, afin de garantir l'égalité, la diversité et un processus équitable."
929b4733c6e1c66d045413a3373023e435e25a0c,data scientist,Junior Survey Data Analyst 20%,Academic Work Switzerland,Lausanne,VD,Lake Geneva Region,2026Q1,2025Q4,[],0,0,58-63 ICT,13400.0,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/366613c5-e236-46c5-846e-39aeb161d1eb,"about the job tu es étudiant.e et recherches une mission stimulante ? tu es disponible à hauteur de 20% à côté de tes cours ? tu maîtrises excel et powerpoint ? tu es reconnu.e pour ton sens de l'organisation et ton autonomie ? nous attendons ta candidature ! junior survey data analyst 20% localisation: région lausannoise date de début: dès que possible durée: temps partiel, 20%, mission de 6 mois a propos du rôle notre client, leader mondial de l'enseignement en management, recherche un.e junior survey data analyst pour venir en support à l'équipe communication. en tant que junior survey data analyst, tu seras le moteur technique derrière les enquêtes de satisfaction annuelle. tu prendras en main l'intégralité du cycle des enquêtes de satisfaction : du paramétrage technique, de la diffusion et de la promotion sur le campus jusqu'à l'analyse des résultats pour les étudiants et les collaborateurs. tâches paramétrer, tester et vérifier la conformité des questionnaires dans le logiciel lié à cet effet nettoyer les fichiers de contacts et mettre à jour les bases de données des destinataires contrôler l'intégrité et la qualité des données (peer review) afin d'identifier les biais ou erreurs. soutenir la mise en œuvre des actions de communication et de promotion des enquêtes préparer les fichiers d’analyse et configurer les modèles de rapports pour l'exploitation des résultats. nous cherchons être en cours de formation (bachelor ou master) excellente maîtrise d'excel et de ms office français courant et anglais (b1 minimum) pour la réalisation des rapports. pour réussir dans cette fonction, vos compétences personnelles sont les suivantes : orienté vers un but social organisé responsable notre processus de recrutement ce processus de recrutement est géré par academic work. notre processus de sélection est continu et l'annonce peut être clôturée avant que le processus de recrutement ne soit terminé si nous sommes passés à la phase suivante. le processus comprend deux tests : un test de personnalité et un test cognitif. ces tests sont des outils permettant de trouver le bon talent pour le bon poste, afin de garantir l'égalité, la diversité et un processus équitable."
da46ba822882645bc160031dd473b01555e8e9c8,data scientist,Merchandising & Data Analyst (H/F),Vilebrequin,Plan-les-Ouates,GE,Lake Geneva Region,2026Q1,2025Q4,[],0,0,58-63 ICT,13400.0,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/99ded019-32bd-44ef-b877-abf88ada3c3e,"about the job née en 1971 à st-tropez, la maison vilebrequin a su imposer son savoir faire sur les plages du monde entier. inventeur du costume de bain de luxe, vilebrequin cultive fantaisie et french riviera touch à travers une ligne masculine père-fils depuis plus de 50 ans. récemment, la maison a étoffé ses collections d'une ligne prêt à porter pour l'homme et pour la femme qui constitue la panoplie de voyage idéale en chaque saison. 200 boutiques sont implantées dans le monde. merchandising & data analyst (h/f) dans le cadre d’un remplacement de 6 mois, vous serez le garant de la fiabilité des données produits et le moteur de l'aide à la décision. votre rôle est double : assurer la continuité de la gestion opérationnelle de notre base de données (erp/plm) et transformer nos données brutes en rapports visuels automatisés pour piloter la performance commerciale. vos responsabilités clés: 1 . analyse de performance & visualisation (le volet ""business"") pilotage hebdomadaire : produire les rapports de ventes (highlights) et analyser les performances par catégorie/régionafin d’identifier les tendances de vente et fournir des éclairages hebdomadaires sur les performances globales analyse sell-thru : mesurer l'écoulement des stocks vs achats retail et expliquer les écarts par rapport au plan. suivi budgétaire : intégrer les budgets dans nos outils et analyser l'impact des performances sur les niveaux d'inventaire. optimisation : analyser les stocks par catégorie pour identifier les surplus ou les ruptures, puis formuler des recommandations concrètes aux allocators et à la direction pour corriger le tir. visualisation de données : transformer les données brutes en rapports visuels et préparer les présentations pour les réunions d'équipe afin de faciliter la prise de décision 2. data management & automatisation (le volet ""technique"") data quality : collaborer avec le studio pour valider l'exactitude des données enregistrées dans le système (erp, plm). créer les références et maintenir à jour la base de données articles dans l'erp et le plm (codification, prix, caractéristiques). automatisation & qualité : détecter les erreurs dans les bases de données et mettre en œuvre des solutions pour automatiser les flux de données entre le plm (yunique) et l'erp (orliweb) afin de garantir une ""source unique de vérité"" automatisation : améliorer l’existant en automatisant les rapports récurrents pour gagner en agilité et en précision. 3. support opérationnel au merchandising aide à l'allocation : analyser les courbes de tailles (size mix) et optimiser les paramètres de réassort pour les retail allocators. préparation aux réunions : créer des présentations visuelles claires pour les réunions d'équipe et de direction. profil requis : formation & expérience : minimum 2 ans d’expérience sur un poste similaire (analyste merchandising/allocation, data analyst retail ou contrôleur de gestion commerciale). maîtrise experte d'excel (indispensable : power query, macros ou fonctions avancées pour l'automatisation). expérience avec un erp et un plm (la connaissance d’oracle datawarehouse, yunique plm ou orliweb est un sérieux atout). capacité à construire des tableaux de bord visuels et intuitifs. soft skills : esprit orienté solution, extrême précision dans la manipulation des données et capacité à gérer les priorités dans un environnement intense. langues : parfaite maîtrise du français et de l'anglais. type de de contrat : cdd date de début : 16.03.2026 date de fin : 16.09.2026 taux d'activité : à partir de 60% (présence obligatoire les lundis et mardis)"
face52ba0e66311274a47f6df9fbf699abc6bc3d,data scientist,Spécialiste informatique - Interfaces et données (80-100%),Transports publics fribourgeois (TPF) SA,,Unknown,,2026Q1,2025Q4,"['python', 'sql', 'pandas']",3,0,58-63 ICT,,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/6f302ed9-c0f9-40ea-b3dc-bdacd669e5d2,"about the job la mobilité est la raison d'être du groupe tpf depuis 1868. il couvre aujourd'hui l'ensemble du canton de fribourg, avec ses trains, ses bus régionaux et ses lignes urbaines. pour être encore plus proche de ses usagers, le groupe tpf transforme ses gares en lieux de résidence et d'activité et investit dans l'innovation. il est organisé en holding pour assurer la transparence sur son financement. pour soutenir les activités de tpf holding nous recherchons un·e : spécialiste informatique - interfaces et données (80-100%) vous aimez l'action et souhaitez rejoindre un environnement stimulant, en constante évolution? en tant que spécialiste informatique - interfaces et données , vous assurez la gestion, l'évolution et l'optimisation des flux de données de l'entreprise (fréquentation voyageur·ses, données d'exploitation,...). vous contribuez activement à l'automatisation des traitements et au développement de solutions data modernes. vous rejoignez une équipe spécialisée composée de deux personnes et évoluez dans un rôle varié à forte valeur ajoutée. vous reconnaissez-vous dans ce qui suit ? vous possédez un cfc en informatique, idéalement complété par une formation en développement ou en data vous êtes au bénéfice d'une expérience professionnelle préalable d'au moins 1 à 2 ans dans un poste similaire vous témoignez d'une expérience en programmation (python, pandas, powershell, sql) et avez des notions des outils data et bi (powerbi, microsoft fabric) vous avez une excellente maîtrise du français (niveau c1) et des connaissances avancées en anglais (niveau b2) vous êtes doté·e d'une bonne capacité d'analyse et appréciez le travail d'équipe ces missions vous inspirent-elles ? vous supervisez et maintenez les interfaces de données reliant nos différents systèmes (erp, planification, gmao) vous participez au développement et à l'optimisation de nouvelles interfaces vous intégrez différents systèmes métiers et assurez la fiabilité des échanges de données vous concevez, développez et maintenez les scripts d'automatisation vous mettez en place et maintenez des pipelines de données vous préparez et structurez les données pour les outils de bi et de reporting vous assurez la documentation technique et la traçabilité des développements vous travaillez en collaboration avec les partenaires internes pour comprendre les besoins métiers et identifier des solutions digitales adaptées alors envoyez-nous votre candidature et rejoignez notre équipe sans plus tarder ! nous vous offrons un environnement de travail moderne des conditions sociales et de prévoyances avantageuses des possibilités de formation et de développement internes des prix attractifs sur les abonnements des transports publics de nombreux avantages auprès de différents partenaires un restaurant d'entreprise lieu de travail : givisiez entrée en fonction : 1er août 2026 ou date à convenir délai de postulation : 31 mars 2026"
0e5906d2b6906c6f4eac077cdb6cda27d9955253,data scientist,Data Scientist - Innovation Collaborations,EPFL,Lausanne,VD,Lake Geneva Region,2026Q1,2025Q4,['machine learning'],1,0,58-63 ICT,13400.0,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/fb39e340-5b23-47c5-9928-8264836c11b8,"about the job epfl, the swiss federal institute of technology in lausanne, is one of the most dynamic university campuses in europe and ranks among the top 20 universities worldwide. the epfl employs more than 6,500 people supporting the three main missions of the institution: education, research and innovation. the epfl campus offers an exceptional working environment at the heart of a community of more than 17,000 people, including over 12,500 students and 4,000 researchers from more than 120 different countries. data scientist - innovation collaborations about the swiss data science center (sdsc) the swiss data science center (sdsc) is a national research infrastructure in data science and artificial intelligence (ai), founded by epfl and eth zurich. its mission - to enable data-driven science and innovation for societal impact - drives its initiatives in research projects, knowledge and technology transfer, and education. with a large multidisciplinary team of professionals in lausanne, zurich and villigen, the sdsc provides expertise and services to various domains, such as health and biomedical sciences, energy and sustainability, climate and environment, and large-scale scientific infrastructures. the sdsc also contributes to initial and executive education programs at epfl and eth zurich. for more information please visit: www.datascience.ch . your mission you will work on one of the sdsc's innovation partnerships in the french part of switzerland. in this role, you will meet partners (companies) to understand their needs and help them define a high-impact project with the sdsc. you will be responsible for successfully carrying out the project thanks to your machine learning expertise with the help and support of the sdsc team. main duties and responsibilities include be the main customer touchpoint of an industry collaboration carry out projects with industry partners, from solution design to hands-on development turn your machine learning skills into business value - go beyond split-fit-transform-test! share expertise in data science and machine learning with fellow data scientists presenting to a non-technical audience will also be part of your activities. your profile the ideal candidate has: master degree in computer science, mathematics or similar fields good knowledge of machine learning concepts ability to present to technical and non-technical audiences open to collaborative work and show team spirit excellent communication skills in english and french previous experience in companies or public sector organizations is appreciated but not mandatory we offer do you see yourself helping switzerland becoming more data-driven? are you passionate about data science and with experience in machine learning? are you keen to share what you know and get exposed to several projects in various industries? are you eager to be part of a diverse and adaptable team with equal growth opportunities of its members at its core? if your answer to these questions is yes, you should consider joining us. together, we can help move the swiss industry to the next level of data science. during your time at the swiss data science center, you will benefit from the following opportunities: develop your soft skills and meet with key stakeholders in several industries interact with and learn from fellow data scientists discover new data science applications in various industries exchange on advanced machine learning topics with our academic experts we actively promote a healthy work-life balance in the workplace. part-time arrangements and flexible hours can be explored based on individual circumstances. we are looking for candidates willing to contribute to an inclusive environment and eager to learn continuously. informations contract start date : 01/04/2026 activity rate : 100,00 contract type: cdd duration: 1 year, renewable reference: 2086 contact we look forward to receiving your onloine application including a letter, cv and diploma(s). applications via email or postal services will not be considered. for further information about the swiss data science center please visit our website: www.datascience.ch questions regarding the position should be directed to write an email with the job n° reference. remark : only candidates who applied through epfl website or our partner jobup's website will be considered. files sent by agencies without a mandate will not be taken into account."
59cb6618375f84a3e7254d3b452399affd2c0c4c,data scientist,Senior Data Engineer,JobCloud SA,Genève,GE,Lake Geneva Region,2026Q1,2025Q4,"['python', 'sql', 'aws', 'tableau']",4,1,58-63 ICT,13400.0,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/d46d7d72-1c03-45b9-85e0-ba8582f5b105,"about the job turn data into impact! are you passionate about transforming complex data into actionable insights? join our dynamic team of 5 people and work with cutting-edge technologies to design, build, and optimize scalable data solutions. you’ll collaborate closely with data scientists and analysts to turn business challenges into data-driven opportunities. from integrating multiple data sources to developing advanced etl pipelines, your expertise will directly impact decision-making across the company. if you love modern data architectures and etl-ing this is your chance to thrive in an innovative, growth-focused environment. if you’re ready to make a real impact and grow your career with a forward-thinking team, we want to hear from you! learn more about our unique culture and why you should work at jobcloud . this is us: you've surely heard of jobs.ch. this is just one of the many brands owned by jobcloud. we are the leading player in switzerland’s online job market and want to make job search and recruitment as easy as possible. love what you do – we make employment happen! by the way: we don't care about your skin colour, your gender identity or your beliefs... come as you are, you are just good. senior data engineer your skills 5+ years of experience in data warehouse development and etl, ideally with redshift and matillion strong programming skills (python preferred) and experience with infrastructure as code solid aws knowledge, including s3, redshift, lambda, and cloud optimization experience with data streaming (e.g., apache kafka) and api integrations advanced sql and data modeling capabilities with performance optimization experience familiarity with bi tools, preferably tableau, for presenting complex datasets excellent communication skills and the ability to explain technical concepts to non technical stakeholders proactive practical and business savvy with a hands on approach to making data work for the company fluent in english, german is a plus your tasks develop and operate robust etl pipelines using matillion, supported by infrastructure as code and ansible implement aws lambda functions for customized data solutions beyond standard etl capabilities integrate diverse data sources and apis in json and xml to centralize enterprise data design sustainable and scalable data models and complex sql queries for business use cases manage master data to ensure accurate consolidation and consistency across systems operate and optimize the data warehouse infrastructure (matillion, redshift, tableau) collaborate with cross-functional teams to deliver data-driven solutions and share knowledge via presentations and documentation our offer the opportunity to join a company that is a leader in its markets, efficient and forward-looking strong culture and leadership mindset with collaboration at eye level, clear values, and inspiring teams flexible work models to combine working from our modern zurich office and remotely, so you can achieve your best work-life balance international environment with remote options, global teams, and a company that sees diversity as a strength the freedom to be creative and to implement your own ideas based on the requirements and the desired level of experience for this position, the salary range is between chf 110’000 to 130'000 gross per year"
eb1b5f6c8096f15854af9f66f00f6d46055045d3,data scientist,Junior Machine Learning Engineer,Swissquote Bank SA,Gland,VD,Lake Geneva Region,2026Q1,2025Q4,"['python', 'machine learning', 'deep learning', 'docker', 'kubernetes']",5,0,58-63 ICT,13400.0,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/8661cb34-472c-4e7d-af0a-85beb822773e,"about the job building the bank of tomorrow takes more than skills. it means combining our differences to imagine, discuss, code, develop, test, learn… and celebrate every step together. share our vibes? join swissquote to unleash your potential. we are the swiss leader in online banking and we provide trading, investing and banking services to +650’000 clients through our performant and secured digital platforms. our +1200 employees work in a flexible way, without dress code and in multicultural teams. by having a huge impact on the industry, they are growing their skills portfolio and boosting their career in a fast-pace environment. have a look behind the scenes by checking humans of swissquote on instagram. we are all in at swissquote. as an equal opportunity employer, we welcome candidates from all backgrounds, experiences and perspectives to join our team and contribute to our shared success. are you all in? don’t be shy, apply! junior machine learning engineer our ai systems are already delivering measurable impact across the bank, from classical ml models powering core business processes to a growing suite of llm-powered applications transforming how teams work. as we scale this portfolio, we need engineers who can push the boundaries of what's possible while keeping production systems robust and performant. the data science team is looking for a junior machine learning engineer to design, build, and ship ai-powered solutions — with a strong emphasis on large language model applications. you will be involved in projects end-to-end: from prototyping and experimentation through to production-grade systems serving real users. this is a high-impact role where you will take on real responsibility early and shape how ai is built and delivered across the organization. as a junior machine learning engineer you will: build llm-powered applications: design and develop applications leveraging large language models — including rag systems, agentic workflows, and conversational interfaces — tailored to complex business needs in a regulated environment. develop & fine-tune models: train, fine-tune, and evaluate both classical ml and language models, selecting the right approach for each problem and optimizing for production constraints such as latency, cost, and accuracy. engineer for production: build reliable, scalable ml services and apis. you care about code quality, testing, and maintainability as much as model performance. evaluate & iterate: contribute to evaluation frameworks for ai applications — particularly for generative systems where traditional metrics fall short — and use them to drive continuous improvement. stay on the cutting edge: actively track the fast-moving llm landscape, assess emerging tools and techniques (new model releases, orchestration frameworks, prompting strategies), and translate them into practical value for the team. collaborate across teams: work closely with data scientists and mlops engineers, product owners, and business stakeholders to translate business problems into well-scoped ai solutions. qualifications educational background: degree in computer science, machine learning, data science, engineering, mathematics, or a related field. python proficiency: strong programming skills in python. you write clean, maintainable code and care about engineering best practices. llm & nlp experience: hands-on experience building applications with large language models (prompt engineering, rag, fine-tuning, agent frameworks) — whether through professional experience, personal projects, or academic work. ml fundamentals: solid grounding in classical machine learning and deep learning. you can pick the right tool for the job, whether that's a gradient-boosted tree or a transformer. full-stack comfort: you are able to build beyond the model — whether that means spinning up an api, putting together a web interface, or wiring up a data pipeline. production mindset: familiarity with deploying models or applications into production. experience with containerization (docker, kubernetes) and ci/cd is a strong plus. evaluation & critical thinking: you understand the challenges of evaluating generative ai systems and can think critically about designing meaningful benchmarks beyond simple accuracy metrics. communication: fluent in english, able to collaborate effectively with both technical peers and non-technical stakeholders. nice to have: experience with mlflow, fine-tuning open-source llms, or frontend frameworks (react, streamlit, gradio)."
8ce119e3f9c7b5f5af7072358c3b4ebfb7136d92,data scientist,Product Analyst,QoQa Services SA,Lausanne,VD,Lake Geneva Region,2026Q1,2025Q4,"['python', 'sql', 'machine learning', 'git']",4,1,58-63 ICT,13400.0,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/c68f2c5c-0b0b-4900-ae64-9feaa601a6fc,"about the job qoqa c'est tout d'abord près d'1 million de membres de notre magnifique qommunauté qui profitent chaque jour de bons plans dénichés par nos équipes. notre succès, nous le devons avant tout au formidable travail de nos 240 loutres qui oeuvrent quotidiennement pour proposer le meilleur service possible. nous recherchons désormais la perle rare pour rejoindre la team digital! product analyst tu es convaincu·e qu'une bonne analyse produit commence par une donnée irréprochable ? tu aimes autant mettre les mains dans le code sql pour construire un modèle propre que d'analyser le comportement des utilisateurs pour booster la conversion ? chez qoqa, on ne cherche pas juste quelqu'un pour faire des graphiques, mais un·e product analyst hybride capable de structurer la donnée brute et de lui donner du sens business. tu rejoindras l'équipe produit, au coeur d'un écosystème moderne (dbt, redshift, gtm...), où tu travailleras main dans la main avec nos product owners, nos développeurs, nos experts ml et nos autres data analyst. ton but ? assurer que nos analyses et nos modèles prédictifs reposent sur une donnée fiable, et mesurer concrètement leur impact. et puis parce qu'au-delà de tout ça il y a qoqa ; l'humour, l'envie et les apéros sont pour toi le b.a.-ba. ta mission, si tu l'acceptes architecte dbt (transformation) : tu ne te contentes pas de requêter le data warehouse, tu le construis. tu crées, maintiens et documentes les ""data marts"" produit dans dbt. tu assures la qualité et la fiabilité de ces modèles en mettant en place des pratiques de versioning, de revue de code et des tests adaptés. tu participes également à la mise en place d'alerting et de monitoring pour garantir la santé des pipelines et des transformations sur le long terme. maître du tracking (input) : tu es le gardien de la donnée comportementale. tu définis les plans de taggage dans gtm et tu briefes les développeurs front/mobile pour l'implémentation. tu t'assures que chaque clic utile est capturé proprement. analyste business & produit (insights) : tu exploites cette donnée pour répondre aux questions critiques : comment se comportent nos loutres ? où est-ce qu'elles bloquent dans le funnel ? quel est le taux de rétention de la nouvelle feature ? partenaire du machine learning : en collaboration avec les ml engineers et les product owners, tu t'assures que les données sont disponibles, fiables et bien définies pour nourrir nos modèles. et surtout, une fois l'algo lancé, c'est toi qui mesure son succès business. évangéliste de la data : tu vulgarises tes analyses pour aider les product owners à prendre des décisions basées sur des faits, pas des intuitions. parlons de toi et de tes compétences expérience & fondamentaux : tu as navigué au moins 3 ans dans les eaux de la data, idéalement au croisement du product analytics et de l'analytics engineering. code & langages : sql est ta langue maternelle : tu maîtrises le sql depuis ta plus tendre enfance. dbt lover : pour toi, une analyse reproductible passe par un modèle dbt bien testé et documenté. tu es à l'aise avec git et le workflow de développement (pr, ci/cd). python : tu ressens un lien de parenté avec draco malfoy en maîtrisant la langue de fourchelang (python) pour tes analyses avancées. outils & tracking : connaissance approfondie des outils de taggage (google tag manager) et d'analyse (google analytics, segment) pour un suivi précis et cohérent. mindset & affinités : business sense : tu ne perds jamais de vue l'objectif final. un modèle de données parfait ne sert à rien s'il ne répond pas à une question business concrète. rigueur scientifique : tu sais poser une hypothèse, définir un kpi de succès et analyser un a/b test en prenant en compte les biais et limites. bonus : tu as déjà l'expérience de l'ingestion de données de tracking (type segment ou ga4). comprendre la structure technique de ces flux d'événements et savoir les rendre exploitables dans le data warehouse est un vrai plus. pour que tu restes au taquet, on t'offre un environnement sain où tu peux être toi même un système de gouvernance en holacratie une ambiance et cadre de travail agréables dans notre nouveau qg un temps de travail flexible, et hybride des avantages aux petits oignons (lpp avantageuse, plan de mobilité, abonnement téléphonique pris en charge, 5 semaines de vacances, 10 chf crédités chaque jour pour manger dans notre super restaurant du qg...) la possibilité de formation continue et développement les prochaines étapes tu sens que tu peux relever ce défi ? pour entrer dans la course, il te suffit de nous envoyer au minimum un cv et une lettre de motivation personnalisée. dis-nous pourquoi tu serais la personne parfaite pour ce job et quels sont tes super-pouvoirs : surprends-nous! nous te remercions (et la planète aussi) de ne pas envoyer de candidature papier. si ton parcours correspond avec nos attentes pour le poste, nous t'inviterons à découvrir notre tanière et à nous faire découvrir tes talents sur le terrain. dans le cas contraire, tu recevras un e-mail des loutres dans les meilleurs de´lais. alors maintenant, jette-toi à l'eau et tente ta chance! entrée en fonction : asap (mais on pourra t'attendre si tu es la bonne personne) durée du contrat : cdi taux: 80 à 100% lieu : bussigny, qg"
b80cb85f444ba7d83de73f29b2cfd5223c91fb02,data scientist,R & D FORMULATION SCIENTIST (12-month temporary mission),TRB CHEMEDICA INTERNATIONAL SA,,Unknown,,2026Q1,2025Q4,['r'],1,0,58-63 ICT,,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/492d4e2d-6570-4201-b4b9-d4b178f48298,"about the job an innovative pharmaceutical laboratory active in pharmacy and biotechnology domains reinforces its team and is hiring a r & d formulation scientist (12-month temporary mission) trb chemedica is an international pharmaceutical company, headquartered in switzerland, specialised in the manufacturing and distribution of innovative therapeutic solutions for ophthalmological, musculo-skeletal and neurological diseases. the group is active in over 70 countries for over 40 years. as a company that values close-knot collaboration, trb chemedica promotes a corporate culture where autonomy, trust and innovation drive professional growth. the headquarters in geneva, switzerland, oversee global marketing & commercial operations, global operations and new product development. your mission: contribute to the development of new formulations. projects include new galenic formulations development according to the guidelines given by the scientific direction of trb chemedica and coordinated by the r&d manager. the mission includes any related tasks to formulation development from literature review and protocols set up to data analysis and reports presentation . your responsibilities: development new formulations: contribute to design of studies, perform experiments and prepare reports develop analytical methods (e.g. hplc) prepare and characterize large number of formulations following doe assist in the development of methods to characterize formulations or raw materials prepare stability samples and stability protocols analyse results and prepare reports scale-up and transfer to cmos and cros remain aware of current and new science and technological developments by conducting patent and scientific literature research set up and support the lab’s infrastructure your profile: phd in pharmaceutical sciences or equivalent with expertise in rheology and in-vitro testing, cell-lines formulation scientist by training with experience in the development of new formulations in ophthalmology and/or rheumatology experience in implementing good practices in laboratories fluent in english and french strong computer skills, including ms word, excel, powerpoint knowledge of applicable guidelines, laws and norms autonomous as well as good team member our proposal: a qualified, dynamic and caring environment awaits you, with a keen interest in encouraging development, self-empowerment whilst leaving space for initiative and autonomy we invite you to send us your complete application form (cv, cover letter, copies of work certificates and diplomas). incomplete applications cannot be considered."
4a464bd4826afff28beebe387263279cca9348ea,data scientist,People Data Analyst - 1 year,Page Group Switzerland,Genève,GE,Lake Geneva Region,2026Q1,2025Q4,[],0,0,58-63 ICT,13400.0,4362.0,jobup,https://www.jobup.ch/en/jobs/detail/9f5d6d37-1e53-4da4-9382-7b020f21470c,"about the job we are looking for a detail?oriented professional with a passion for data, hr processes, and operational excellence. in this role, you will help shape how hr information is collected, interpreted, and shared across the organization. you will support leaders with meaningful insights while ensuring that hr data remains accurate, consistent, and secure. people data analyst - 1 year our client is an international company (fmcg). missions consolidate and analyze hr data across multiple systems to identify trends and support decision?making. build clear, engaging dashboards and recurring reports for hr teams and senior stakeholders. implement quality checks to maintain data integrity and ensure compliance with internal standards. develop and maintain documentation related to hr reporting processes and data management. manage user permissions, data access rules, and periodic security reviews. provide training and support to hr colleagues on data extraction, interpretation, and reporting tools. assist in the creation and analysis of employee surveys and internal feedback mechanisms. collaborate with cross?functional teams to ensure alignment and consistency of workforce data. profil du candidat a degree in hr, business administration, analytics, psychology, or a related field. experience working with hr data, hr systems, or reporting activities. strong analytical mindset and familiarity with standard hr metrics. solid skills in excel and comfort working with system?based data (hris & reporting tools). understanding of data privacy and information security practices. ability to communicate complex information clearly and collaborate across functions. advanced excel or data modeling capabilities. experience interpreting large datasets or building kpi structures. conditions et avantages 1 year of temporary contract. full time role. 2 days of home office."
